course_id,course_code,course_name,category,programme,year,semester,batch,credits,course_type,theory_hours,lab_hours,tutorial_hours,total_weekly_hours,faculty_assigned,enrollment,prerequisite,co_requisite,assessment_pattern
285,ITEPVA23TAAB2,Traditional Arts and Crafts IV,VAC,ITEP,2,3,Batch-2,1,Theory,1,0,0,1,Prof. Mohan Gupta,13,Basic Traditional,,Project (50%) + Presentation (30%) + Viva (20%)
286,ITEPVA23HVVB2,Human Values V,VAC,ITEP,2,3,Batch-2,2,Theory,2,0,0,2,Prof. Ramesh Singh,12,,,Project (50%) + Presentation (30%) + Viva (20%)
287,ITEPMA24CEB2,Comparative Education,Major,ITEP,2,4,Batch-2,3,Theory,3,0,1,4,Dr. Ritu Malhotra,35,Basic Comparative,,Project (50%) + Presentation (30%) + Viva (20%)
288,ITEPMA24ESIB2,Educational Statistics II,Major,ITEP,2,4,Batch-2,4,Theory,4,0,1,5,Prof. Ramesh Verma,50,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
289,ITEPMA24PEIB2,Peace Education III,Major,ITEP,2,4,Batch-2,4,Theory,4,0,1,5,Dr. Deepika Rao,41,,,Practical (60%) + Theory (40%)
290,ITEPMA24GACB2,Guidance and Counselling IV,Major,ITEP,2,4,Batch-2,5,Theory,5,0,1,6,Prof. Ajay Dubey,44,,,Project (50%) + Presentation (30%) + Viva (20%)
291,ITEPMA24CEVB2,Comparative Education V,Major,ITEP,2,4,Batch-2,3,Theory,3,0,1,4,Prof. Manoj Verma,46,Basic Comparative,,Project (50%) + Presentation (30%) + Viva (20%)
292,ITEPMA24DEIB2,Distance Education I,Major,ITEP,2,4,Batch-2,3,Theory,3,0,1,4,Dr. Neha Bansal,37,,,Continuous Assessment (40%) + End-term (60%)
293,ITEPMI24PAB2,Public Administration,Minor,ITEP,2,4,Batch-2,3,Theory,3,0,1,4,Dr. Sunanda Jain,21,Basic Public,,Mid-term (30%) + End-term (50%) + Assignment (20%)
294,ITEPMI24LSIB2,Library Science II,Minor,ITEP,2,4,Batch-2,3,Theory,3,0,1,4,Dr. Kusum Gupta,19,,,Practical (60%) + Theory (40%)
295,ITEPMI24SDIB2,Sustainable Development III,Minor,ITEP,2,4,Batch-2,4,Theory,4,0,1,5,Prof. Anil Patel,19,,,Continuous Assessment (40%) + End-term (60%)
296,ITEPMI24DSIB2,Development Studies IV,Minor,ITEP,2,4,Batch-2,2,Theory,2,0,0,2,Prof. Tarun Kumar,25,,,Practical (60%) + Theory (40%)
297,ITEPMI24NVB2,Neuroscience V,Minor,ITEP,2,4,Batch-2,2,Theory,2,0,0,2,Prof. Naveen Joshi,24,Basic Neuroscience,,Continuous Assessment (40%) + End-term (60%)
298,ITEPSK24TWB2,Technical Writing,Skill-Based,ITEP,2,4,Batch-2,2,Practical,1,0,1,2,Prof. Raman Patel,17,,,Continuous Assessment (40%) + End-term (60%)
299,ITEPSK24TWIB2,Technical Writing II,Skill-Based,ITEP,2,4,Batch-2,2,Practical,1,0,1,2,Dr. Archana Singh,16,,,Practical (60%) + Theory (40%)
300,ITEPSK24PSIB2,Public Speaking III,Skill-Based,ITEP,2,4,Batch-2,3,Practical,2,0,1,3,Dr. Vandana Singh,18,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
301,ITEPSK24FL(B2,Foreign Language (Japanese) IV,Skill-Based,ITEP,2,4,Batch-2,2,Practical,1,0,1,2,Dr. Urvashi Sharma,15,,,Continuous Assessment (40%) + End-term (60%)
302,ITEPSK24WDVB2,Web Development V,Skill-Based,ITEP,2,4,Batch-2,2,Practical,1,0,1,2,Prof. Suresh Pandey,15,Basic Web,,Mid-term (30%) + End-term (50%) + Assignment (20%)
303,ITEPAE24STB2,Scientific Temper,AEC,ITEP,2,4,Batch-2,3,Theory,3,0,1,4,Prof. Subhash Patel,18,,,Project (50%) + Presentation (30%) + Viva (20%)
304,ITEPAE24ILIB2,Information Literacy II,AEC,ITEP,2,4,Batch-2,2,Theory,2,0,0,2,Prof. Ashok Yadav,17,,,Project (50%) + Presentation (30%) + Viva (20%)
305,ITEPAE24ILIB2,Information Literacy III,AEC,ITEP,2,4,Batch-2,2,Theory,2,0,0,2,Prof. Rakesh Tiwari,17,Basic Information,,Practical (60%) + Theory (40%)
306,ITEPAE24AIIB2,Academic Integrity IV,AEC,ITEP,2,4,Batch-2,2,Theory,2,0,0,2,Prof. Ajit Gupta,16,Basic Academic,,Mid-term (30%) + End-term (50%) + Assignment (20%)
307,ITEPAE24AIVB2,Academic Integrity V,AEC,ITEP,2,4,Batch-2,2,Theory,2,0,0,2,Prof. Gaurav Tiwari,19,,,Project (50%) + Presentation (30%) + Viva (20%)
308,ITEPVA24FMAB2,Folk Music and Dance,VAC,ITEP,2,4,Batch-2,1,Theory,1,0,0,1,Dr. Rekha Devi,17,,,Practical (60%) + Theory (40%)
309,ITEPVA24FMAB2,Folk Music and Dance II,VAC,ITEP,2,4,Batch-2,1,Theory,1,0,0,1,Dr. Seema Singh,15,,,Practical (60%) + Theory (40%)
310,ITEPVA24CVIB2,Constitutional Values III,VAC,ITEP,2,4,Batch-2,2,Theory,2,0,0,2,Dr. Seema Chandra,12,,,Continuous Assessment (40%) + End-term (60%)
311,ITEPVA24OFIB2,Organic Farming IV,VAC,ITEP,2,4,Batch-2,1,Theory,1,0,0,1,Dr. Sunanda Jain,14,,,Continuous Assessment (40%) + End-term (60%)
312,ITEPVA24SSAB2,Social Service and Outreach V,VAC,ITEP,2,4,Batch-2,1,Theory,1,0,0,1,Dr. Rekha Singh,16,,,Project (50%) + Presentation (30%) + Viva (20%)
313,ITEPMA35POEB2,Philosophy of Education,Major,ITEP,3,5,Batch-2,5,Theory,5,0,1,6,Prof. Sunil Bhatt,40,Basic Philosophy,,Practical (60%) + Theory (40%)
314,ITEPMA35GACB2,Guidance and Counselling II,Major,ITEP,3,5,Batch-2,4,Theory,4,0,1,5,Dr. Jyoti Sharma,42,Basic Guidance,,Project (50%) + Presentation (30%) + Viva (20%)
315,ITEPMA35AAEB2,Assessment and Evaluation III,Major,ITEP,3,5,Batch-2,3,Theory,3,0,1,4,Prof. Sanjay Kumar,38,,,Continuous Assessment (40%) + End-term (60%)
316,ITEPMA35EEIB2,Environmental Education IV,Major,ITEP,3,5,Batch-2,5,Theory,5,0,1,6,Prof. Ramesh Singh,42,Basic Environmental,,Practical (60%) + Theory (40%)
317,ITEPMA35POEB2,Philosophy of Education V,Major,ITEP,3,5,Batch-2,5,Theory,5,0,1,6,Prof. Ajit Gupta,45,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
318,ITEPMA35CAPB2,Curriculum and Pedagogy I,Major,ITEP,3,5,Batch-2,3,Theory,3,0,1,4,Dr. Preeti Jain,45,,,Practical (60%) + Theory (40%)
319,ITEPMI35PAB2,Public Administration,Minor,ITEP,3,5,Batch-2,3,Theory,3,0,1,4,Prof. Nitin Bhatia,27,Basic Public,,Mid-term (30%) + End-term (50%) + Assignment (20%)
320,ITEPMI35CRIB2,Conflict Resolution II,Minor,ITEP,3,5,Batch-2,3,Theory,3,0,1,4,Prof. Subhash Patel,18,,,Practical (60%) + Theory (40%)
321,ITEPMI35RDIB2,Rural Development III,Minor,ITEP,3,5,Batch-2,3,Theory,3,0,1,4,Prof. Ravi Krishnan,18,Basic Rural,,Mid-term (30%) + End-term (50%) + Assignment (20%)
322,ITEPMI35BEIB2,Behavioral Economics IV,Minor,ITEP,3,5,Batch-2,3,Theory,3,0,1,4,Prof. Manoj Verma,27,Basic Behavioral,,Mid-term (30%) + End-term (50%) + Assignment (20%)
323,ITEPMI35BEVB2,Behavioral Economics V,Minor,ITEP,3,5,Batch-2,2,Theory,2,0,0,2,Dr. Sonal Mishra,19,,,Project (50%) + Presentation (30%) + Viva (20%)
324,ITEPSK35CSB2,Communication Skills,Skill-Based,ITEP,3,5,Batch-2,2,Practical,1,0,1,2,Prof. Rajesh Kumar,15,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
325,ITEPSK35DAIB2,Data Analytics II,Skill-Based,ITEP,3,5,Batch-2,2,Practical,1,0,1,2,Prof. Ashish Yadav,16,,,Project (50%) + Presentation (30%) + Viva (20%)
326,ITEPSK35FL(B2,Foreign Language (French) III,Skill-Based,ITEP,3,5,Batch-2,3,Practical,2,0,1,3,Prof. Harish Chandra,16,Basic Foreign,,Continuous Assessment (40%) + End-term (60%)
327,ITEPSK35EIIB2,Emotional Intelligence IV,Skill-Based,ITEP,3,5,Batch-2,2,Practical,1,0,1,2,Prof. Yogesh Kumar,11,Basic Emotional,,Continuous Assessment (40%) + End-term (60%)
328,ITEPSK35EIVB2,Emotional Intelligence V,Skill-Based,ITEP,3,5,Batch-2,3,Practical,2,0,1,3,Dr. Shalini Gupta,15,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
329,ITEPAE35DLB2,Digital Literacy,AEC,ITEP,3,5,Batch-2,2,Theory,2,0,0,2,Dr. Madhavi Sharma,18,,,Continuous Assessment (40%) + End-term (60%)
330,ITEPAE35LRIB2,Logical Reasoning II,AEC,ITEP,3,5,Batch-2,2,Theory,2,0,0,2,Prof. Ashok Yadav,10,,,Practical (60%) + Theory (40%)
331,ITEPAE35ECIB2,English Communication III,AEC,ITEP,3,5,Batch-2,2,Theory,2,0,0,2,Prof. Arjun Nair,17,,,Practical (60%) + Theory (40%)
332,ITEPAE35ECIB2,English Communication IV,AEC,ITEP,3,5,Batch-2,2,Theory,2,0,0,2,Dr. Bharti Sharma,18,,,Continuous Assessment (40%) + End-term (60%)
333,ITEPAE35LSVB2,Life Skills V,AEC,ITEP,3,5,Batch-2,2,Theory,2,0,0,2,Dr. Kavita Bhatt,12,,,Practical (60%) + Theory (40%)
334,ITEPVA35CHB2,Cultural Heritage,VAC,ITEP,3,5,Batch-2,1,Theory,1,0,0,1,Dr. Nisha Verma,10,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
335,ITEPVA35IPAB2,Indian Philosophy and Traditions II,VAC,ITEP,3,5,Batch-2,1,Theory,1,0,0,1,Prof. Sanjay Kumar,17,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
336,ITEPVA35CVIB2,Constitutional Values III,VAC,ITEP,3,5,Batch-2,2,Theory,2,0,0,2,Prof. Priyanka Sharma,12,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
337,ITEPVA35WMIB2,Waste Management IV,VAC,ITEP,3,5,Batch-2,2,Theory,2,0,0,2,Prof. Rakesh Gupta,14,,,Practical (60%) + Theory (40%)
338,ITEPVA35EAMB2,Ethics and Moral Values V,VAC,ITEP,3,5,Batch-2,2,Theory,2,0,0,2,Dr. Ritu Malhotra,16,,,Continuous Assessment (40%) + End-term (60%)
339,ITEPMA36DEB2,Distance Education,Major,ITEP,3,6,Batch-2,4,Theory,4,0,1,5,Dr. Sunanda Jain,35,Basic Distance,,Continuous Assessment (40%) + End-term (60%)
340,ITEPMA36IEIB2,Inclusive Education II,Major,ITEP,3,6,Batch-2,4,Theory,4,0,1,5,Dr. Sunita Verma,30,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
341,ITEPMA36SOEB2,Sociology of Education III,Major,ITEP,3,6,Batch-2,4,Theory,4,0,1,5,Prof. Vinay Joshi,44,,,Continuous Assessment (40%) + End-term (60%)
342,ITEPMA36CDAB2,Child Development and Learning IV,Major,ITEP,3,6,Batch-2,5,Theory,5,0,1,6,Prof. Sneha Jain,28,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
343,ITEPMA36EEVB2,Environmental Education V,Major,ITEP,3,6,Batch-2,3,Theory,3,0,1,4,Prof. Vinod Sharma,31,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
344,ITEPMA36TDIB2,Teacher Development I,Major,ITEP,3,6,Batch-2,3,Theory,3,0,1,4,Prof. Pankaj Verma,29,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
345,ITEPMI36DSB2,Development Studies,Minor,ITEP,3,6,Batch-2,4,Theory,4,0,1,5,Dr. Divya Menon,19,,,Practical (60%) + Theory (40%)
346,ITEPMI36SWIB2,Social Work II,Minor,ITEP,3,6,Batch-2,2,Theory,2,0,0,2,Prof. Rakesh Tiwari,25,,,Practical (60%) + Theory (40%)
347,ITEPMI36DSIB2,Development Studies III,Minor,ITEP,3,6,Batch-2,3,Theory,3,0,1,4,Prof. Ajit Gupta,24,Basic Development,,Continuous Assessment (40%) + End-term (60%)
348,ITEPMI36ISIB2,Information Science IV,Minor,ITEP,3,6,Batch-2,2,Theory,2,0,0,2,Dr. Geeta Sharma,19,Basic Information,,Mid-term (30%) + End-term (50%) + Assignment (20%)
349,ITEPMI36GSVB2,Gender Studies V,Minor,ITEP,3,6,Batch-2,4,Theory,4,0,1,5,Prof. Mahesh Singh,18,,,Practical (60%) + Theory (40%)
350,ITEPSK36PSB2,Presentation Skills,Skill-Based,ITEP,3,6,Batch-2,3,Practical,2,0,1,3,Dr. Urvashi Sharma,17,,,Project (50%) + Presentation (30%) + Viva (20%)
351,ITEPSK36MADB2,Mobile App Development II,Skill-Based,ITEP,3,6,Batch-2,3,Practical,2,0,1,3,Prof. Yogesh Kumar,12,,,Project (50%) + Presentation (30%) + Viva (20%)
352,ITEPSK36DMIB2,Digital Marketing III,Skill-Based,ITEP,3,6,Batch-2,3,Practical,2,0,1,3,Dr. Madhuri Patil,10,,,Practical (60%) + Theory (40%)
353,ITEPSK36LSIB2,Leadership Skills IV,Skill-Based,ITEP,3,6,Batch-2,3,Practical,2,0,1,3,Prof. Tarun Kumar,10,,,Continuous Assessment (40%) + End-term (60%)
354,ITEPSK36CTVB2,Critical Thinking V,Skill-Based,ITEP,3,6,Batch-2,3,Practical,2,0,1,3,Prof. Vijay Prasad,14,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
355,ITEPAE36HAWB2,Health and Wellness,AEC,ITEP,3,6,Batch-2,3,Theory,3,0,1,4,Prof. Ashish Yadav,11,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
356,ITEPAE36ECIB2,English Communication II,AEC,ITEP,3,6,Batch-2,3,Theory,3,0,1,4,Dr. Sunita Verma,14,,,Practical (60%) + Theory (40%)
357,ITEPAE36LRIB2,Logical Reasoning III,AEC,ITEP,3,6,Batch-2,2,Theory,2,0,0,2,Dr. Anita Kulkarni,14,,,Continuous Assessment (40%) + End-term (60%)
358,ITEPAE36REIB2,Research Ethics IV,AEC,ITEP,3,6,Batch-2,2,Theory,2,0,0,2,Dr. Rashmi Sinha,16,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
359,ITEPAE36IAWB2,Internet and Web Technologies V,AEC,ITEP,3,6,Batch-2,3,Theory,3,0,1,4,Prof. Naveen Joshi,14,,,Continuous Assessment (40%) + End-term (60%)
360,ITEPVA36YAMB2,Yoga and Meditation,VAC,ITEP,3,6,Batch-2,2,Theory,2,0,0,2,Prof. Mohan Gupta,10,,,Practical (60%) + Theory (40%)
361,ITEPVA36IPAB2,Indian Philosophy and Traditions II,VAC,ITEP,3,6,Batch-2,1,Theory,1,0,0,1,Prof. Lalit Singh,12,,,Practical (60%) + Theory (40%)
362,ITEPVA36CDIB2,Community Development III,VAC,ITEP,3,6,Batch-2,1,Theory,1,0,0,1,Dr. Sonal Mishra,10,,,Practical (60%) + Theory (40%)
363,ITEPVA36TAAB2,Traditional Arts and Crafts IV,VAC,ITEP,3,6,Batch-2,1,Theory,1,0,0,1,Prof. Nitin Agarwal,10,,,Project (50%) + Presentation (30%) + Viva (20%)
364,ITEPVA36EAMB2,Ethics and Moral Values V,VAC,ITEP,3,6,Batch-2,1,Theory,1,0,0,1,Dr. Sarita Singh,11,Basic Ethics,,Project (50%) + Presentation (30%) + Viva (20%)
365,ITEPMA47RMIB2,Research Methods in Education,Major,ITEP,4,7,Batch-2,4,Theory,4,0,1,5,Dr. Suman Devi,32,,,Project (50%) + Presentation (30%) + Viva (20%)
366,ITEPMA47ESIB2,Educational Statistics II,Major,ITEP,4,7,Batch-2,5,Theory,5,0,1,6,Dr. Shruti Iyer,32,,,Practical (60%) + Theory (40%)
367,ITEPMA47ESIB2,Educational Statistics III,Major,ITEP,4,7,Batch-2,5,Theory,5,0,1,6,Prof. Sunil Bhatt,31,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
368,ITEPMA47ELIB2,Educational Leadership IV,Major,ITEP,4,7,Batch-2,3,Theory,3,0,1,4,Dr. Sunita Verma,24,,,Project (50%) + Presentation (30%) + Viva (20%)
369,ITEPMA47EMVB2,Educational Measurement V,Major,ITEP,4,7,Batch-2,5,Theory,5,0,1,6,Prof. Ajit Gupta,27,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
370,ITEPMA47TDIB2,Teacher Development I,Major,ITEP,4,7,Batch-2,5,Theory,5,0,1,6,Dr. Rekha Singh,37,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
371,ITEPMI47ISB2,Information Science,Minor,ITEP,4,7,Batch-2,2,Theory,2,0,0,2,Dr. Anjali Thakur,12,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
372,ITEPMI47ISIB2,Information Science II,Minor,ITEP,4,7,Batch-2,3,Theory,3,0,1,4,Prof. Bhushan Patel,16,,,Continuous Assessment (40%) + End-term (60%)
373,ITEPMI47GSIB2,Gender Studies III,Minor,ITEP,4,7,Batch-2,3,Theory,3,0,1,4,Dr. Nidhi Goyal,14,,,Continuous Assessment (40%) + End-term (60%)
374,ITEPMI47ASIB2,Area Studies IV,Minor,ITEP,4,7,Batch-2,4,Theory,4,0,1,5,Prof. Manoj Verma,24,Basic Area,,Mid-term (30%) + End-term (50%) + Assignment (20%)
375,ITEPMI47UPVB2,Urban Planning V,Minor,ITEP,4,7,Batch-2,4,Theory,4,0,1,5,Prof. Harish Chandra,22,Basic Urban,,Practical (60%) + Theory (40%)
376,ITEPSK47PMB2,Project Management,Skill-Based,ITEP,4,7,Batch-2,3,Practical,2,0,1,3,Prof. Vinay Joshi,10,,,Project (50%) + Presentation (30%) + Viva (20%)
377,ITEPSK47LSIB2,Leadership Skills II,Skill-Based,ITEP,4,7,Batch-2,2,Practical,1,0,1,2,Dr. Jyoti Sharma,14,,,Continuous Assessment (40%) + End-term (60%)
378,ITEPSK47DMIB2,Digital Marketing III,Skill-Based,ITEP,4,7,Batch-2,2,Practical,1,0,1,2,Dr. Sudha Singh,8,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
379,ITEPSK47FL(B2,Foreign Language (Japanese) IV,Skill-Based,ITEP,4,7,Batch-2,3,Practical,2,0,1,3,Dr. Kalpana Verma,10,Basic Foreign,,Mid-term (30%) + End-term (50%) + Assignment (20%)
380,ITEPSK47PSVB2,Problem Solving V,Skill-Based,ITEP,4,7,Batch-2,2,Practical,1,0,1,2,Dr. Sushma Goyal,11,Basic Problem,,Continuous Assessment (40%) + End-term (60%)
381,ITEPAE47REB2,Research Ethics,AEC,ITEP,4,7,Batch-2,2,Theory,2,0,0,2,Prof. Ajay Dubey,10,,,Practical (60%) + Theory (40%)
382,ITEPAE47CSBB2,Cyber Security Basics II,AEC,ITEP,4,7,Batch-2,2,Theory,2,0,0,2,Dr. Sharda Gupta,10,,,Project (50%) + Presentation (30%) + Viva (20%)
383,ITEPAE47IAWB2,Internet and Web Technologies III,AEC,ITEP,4,7,Batch-2,2,Theory,2,0,0,2,Dr. Rina Sharma,15,,,Continuous Assessment (40%) + End-term (60%)
384,ITEPAE47CSBB2,Cyber Security Basics IV,AEC,ITEP,4,7,Batch-2,2,Theory,2,0,0,2,Dr. Anjali Thakur,10,,,Practical (60%) + Theory (40%)
385,ITEPAE47ILVB2,Information Literacy V,AEC,ITEP,4,7,Batch-2,3,Theory,3,0,1,4,Prof. Arjun Nair,14,Basic Information,,Project (50%) + Presentation (30%) + Viva (20%)
386,ITEPVA47CHB2,Cultural Heritage,VAC,ITEP,4,7,Batch-2,1,Theory,1,0,0,1,Prof. Manish Agrawal,12,Basic Cultural,,Continuous Assessment (40%) + End-term (60%)
387,ITEPVA47CVIB2,Constitutional Values II,VAC,ITEP,4,7,Batch-2,2,Theory,2,0,0,2,Dr. Vandana Singh,14,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
388,ITEPVA47WCIB2,Water Conservation III,VAC,ITEP,4,7,Batch-2,2,Theory,2,0,0,2,Dr. Rekha Singh,9,,,Practical (60%) + Theory (40%)
389,ITEPVA47OFIB2,Organic Farming IV,VAC,ITEP,4,7,Batch-2,1,Theory,1,0,0,1,Prof. Arun Kumar,10,Basic Organic,,Continuous Assessment (40%) + End-term (60%)
390,ITEPVA47CHVB2,Cultural Heritage V,VAC,ITEP,4,7,Batch-2,2,Theory,2,0,0,2,Dr. Vandana Singh,9,,,Continuous Assessment (40%) + End-term (60%)
391,ITEPMA48AAEB2,Assessment and Evaluation,Major,ITEP,4,8,Batch-2,3,Theory,3,0,1,4,Prof. Ravi Krishnan,21,,,Project (50%) + Presentation (30%) + Viva (20%)
392,ITEPMA48ELIB2,Educational Leadership II,Major,ITEP,4,8,Batch-2,3,Theory,3,0,1,4,Prof. Nitin Bhatia,28,,,Practical (60%) + Theory (40%)
393,ITEPMA48EPAB2,Educational Planning and Management III,Major,ITEP,4,8,Batch-2,4,Theory,4,0,1,5,Prof. Nitin Bhatia,27,,,Practical (60%) + Theory (40%)
394,ITEPMA48TDIB2,Teacher Development IV,Major,ITEP,4,8,Batch-2,3,Theory,3,0,1,4,Dr. Smita Joshi,31,,,Project (50%) + Presentation (30%) + Viva (20%)
395,ITEPMA48ARVB2,Action Research V,Major,ITEP,4,8,Batch-2,3,Theory,3,0,1,4,Dr. Seema Chandra,25,Basic Action,,Project (50%) + Presentation (30%) + Viva (20%)
396,ITEPMA48EMIB2,Educational Measurement I,Major,ITEP,4,8,Batch-2,3,Theory,3,0,1,4,Prof. Hemant Jha,30,,,Continuous Assessment (40%) + End-term (60%)
397,ITEPMI48CB2,Criminology,Minor,ITEP,4,8,Batch-2,3,Theory,3,0,1,4,Dr. Bharti Sharma,14,,,Practical (60%) + Theory (40%)
398,ITEPMI48ORIB2,Operations Research II,Minor,ITEP,4,8,Batch-2,3,Theory,3,0,1,4,Prof. Vikram Patel,15,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
399,ITEPMI48CIB2,Criminology III,Minor,ITEP,4,8,Batch-2,4,Theory,4,0,1,5,Dr. Sunita Verma,23,,,Practical (60%) + Theory (40%)
400,ITEPMI48GSIB2,Gender Studies IV,Minor,ITEP,4,8,Batch-2,2,Theory,2,0,0,2,Prof. Praveen Kumar,16,Basic Gender,,Mid-term (30%) + End-term (50%) + Assignment (20%)
401,ITEPMI48DHVB2,Digital Humanities V,Minor,ITEP,4,8,Batch-2,2,Theory,2,0,0,2,Dr. Manisha Chandra,16,,,Continuous Assessment (40%) + End-term (60%)
402,ITEPSK48MADB2,Mobile App Development,Skill-Based,ITEP,4,8,Batch-2,2,Practical,1,0,1,2,Prof. Sumit Agarwal,12,Basic Mobile,,Practical (60%) + Theory (40%)
403,ITEPSK48IACB2,Innovation and Creativity II,Skill-Based,ITEP,4,8,Batch-2,3,Practical,2,0,1,3,Dr. Lata Sharma,11,,,Practical (60%) + Theory (40%)
404,ITEPSK48ITIB2,ICT Tools in Education III,Skill-Based,ITEP,4,8,Batch-2,3,Lab,2,2,0,4,Prof. Sumit Agarwal,12,Basic ICT,,Mid-term (30%) + End-term (50%) + Assignment (20%)
405,ITEPSK48PMIB2,Project Management IV,Skill-Based,ITEP,4,8,Batch-2,2,Practical,1,0,1,2,Prof. Santosh Kumar,13,,,Continuous Assessment (40%) + End-term (60%)
406,ITEPSK48IACB2,Innovation and Creativity V,Skill-Based,ITEP,4,8,Batch-2,3,Practical,2,0,1,3,Prof. Arjun Nair,10,Basic Innovation,,Project (50%) + Presentation (30%) + Viva (20%)
407,ITEPAE48HAWB2,Health and Wellness,AEC,ITEP,4,8,Batch-2,2,Theory,2,0,0,2,Prof. Naresh Chandra,12,,,Project (50%) + Presentation (30%) + Viva (20%)
408,ITEPAE48AIIB2,Academic Integrity II,AEC,ITEP,4,8,Batch-2,3,Theory,3,0,1,4,Dr. Aditi Saxena,11,,,Project (50%) + Presentation (30%) + Viva (20%)
409,ITEPAE48CFIB2,Computer Fundamentals III,AEC,ITEP,4,8,Batch-2,3,Lab,2,2,0,4,Dr. Nisha Verma,11,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
410,ITEPAE48REIB2,Research Ethics IV,AEC,ITEP,4,8,Batch-2,3,Theory,3,0,1,4,Prof. Sunil Bhatt,13,Basic Research,,Project (50%) + Presentation (30%) + Viva (20%)
411,ITEPAE48STVB2,Scientific Temper V,AEC,ITEP,4,8,Batch-2,2,Theory,2,0,0,2,Dr. Sunita Verma,14,,,Practical (60%) + Theory (40%)
412,ITEPVA48CVB2,Constitutional Values,VAC,ITEP,4,8,Batch-2,2,Theory,2,0,0,2,Prof. Ramesh Singh,11,Basic Constitutional,,Project (50%) + Presentation (30%) + Viva (20%)
413,ITEPVA48IKSB2,Indian Knowledge Systems II,VAC,ITEP,4,8,Batch-2,2,Theory,2,0,0,2,Prof. Amit Singh,13,,,Continuous Assessment (40%) + End-term (60%)
414,ITEPVA48TAAB2,Traditional Arts and Crafts III,VAC,ITEP,4,8,Batch-2,1,Theory,1,0,0,1,Prof. Kiran Desai,14,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
415,ITEPVA48OFIB2,Organic Farming IV,VAC,ITEP,4,8,Batch-2,2,Theory,2,0,0,2,Dr. Priya Sharma,8,,,Continuous Assessment (40%) + End-term (60%)
416,ITEPVA48AAWB2,Ayurveda and Wellness V,VAC,ITEP,4,8,Batch-2,2,Theory,2,0,0,2,Prof. Vinod Sharma,8,,,Continuous Assessment (40%) + End-term (60%)
417,ITEPMA11ARB3,Action Research,Major,ITEP,1,1,Batch-3,3,Theory,3,0,1,4,Dr. Vandana Singh,53,,,Project (50%) + Presentation (30%) + Viva (20%)
418,ITEPMA11ELIB3,Educational Leadership II,Major,ITEP,1,1,Batch-3,3,Theory,3,0,1,4,Prof. Mukesh Agarwal,46,,,Practical (60%) + Theory (40%)
419,ITEPMA11GACB3,Guidance and Counselling III,Major,ITEP,1,1,Batch-3,4,Theory,4,0,1,5,Prof. Nitin Bhatia,43,,,Project (50%) + Presentation (30%) + Viva (20%)
420,ITEPMA11IEIB3,Inclusive Education IV,Major,ITEP,1,1,Batch-3,5,Theory,5,0,1,6,Prof. Ajit Gupta,45,,,Continuous Assessment (40%) + End-term (60%)
421,ITEPMA11RMIB3,Research Methods in Education V,Major,ITEP,1,1,Batch-3,3,Theory,3,0,1,4,Dr. Nita Joshi,52,,,Project (50%) + Presentation (30%) + Viva (20%)
422,ITEPMA11POEB3,Philosophy of Education I,Major,ITEP,1,1,Batch-3,3,Theory,3,0,1,4,Dr. Kavita Bhatt,53,Basic Philosophy,,Continuous Assessment (40%) + End-term (60%)
423,ITEPMI11GTB3,Game Theory,Minor,ITEP,1,1,Batch-3,3,Theory,3,0,1,4,Dr. Seema Chandra,23,Basic Game,,Project (50%) + Presentation (30%) + Viva (20%)
424,ITEPMI11UPIB3,Urban Planning II,Minor,ITEP,1,1,Batch-3,4,Theory,4,0,1,5,Prof. Vivek Gupta,29,,,Practical (60%) + Theory (40%)
425,ITEPMI11SDIB3,Sustainable Development III,Minor,ITEP,1,1,Batch-3,3,Theory,3,0,1,4,Prof. Manoj Verma,29,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
426,ITEPMI11ASIB3,Area Studies IV,Minor,ITEP,1,1,Batch-3,3,Theory,3,0,1,4,Dr. Preeti Jain,23,,,Continuous Assessment (40%) + End-term (60%)
